index,txn_type,from,to,date,eth,punk_id,type_str,USD
12250,Transfer,0xb1adce,0x50dd57,2021-03-16,0.0,6124,Male,0.0
12251,Sold,0xa39371,0xb1adce,2021-02-13,6.99,6124,Male,12705.197825712301
12252,Sold,0xca8fe4,0xa39371,2021-01-06,5.1,6124,Male,6165.037781657999
12253,Sold,0x1919db,0xc79b1c,2021-08-28,118.5,6125,Female,384774.79373391
12254,Transfer,0x269616,0x1919db,2021-08-28,0.0,6125,Female,0.0
12255,Sold,0xaf93fc,0x269616,2021-07-30,0.0,6125,Female,0.0
12256,Transfer,yfimaxi.…,0x1dcbc9,2021-05-06,0.0,6125,Female,0.0
12257,Sold,zonted,yfimaxi.…,2021-02-23,25.0,6125,Female,39350.686827
12258,Sold,0x5f5df4,0xc30be7,2021-03-16,22.5,6127,Male,40632.751311075
12259,Transfer,0xca8fe4,0x5f5df4,2021-03-06,0.0,6127,Male,0.0
12260,Sold,0xe22c00,0x8e8f16,2021-08-29,159.0,6128,Male,512793.28858545003
12261,Sold,0x023ef7,0xe22c00,2021-08-28,129.98,6128,Male,422050.86657834274
12262,Sold,wilcox.e…,0x023ef7,2021-08-27,93.99,6128,Male,307913.8681446204
12263,Transfer,Wilcox,wilcox.e…,2021-04-25,0.0,6128,Male,0.0
12264,Sold,0xca8fe4,cuy.eth,2021-01-08,5.1,6129,Male,6232.2
12265,Sold,nicholas…,0xa34d2d,2021-08-10,50.0,6130,Male,157053.3896835
12266,Sold,yfimaxi.…,nicholas…,2021-08-01,34.25,6130,Male,87566.25076868001
12267,Sold,OnlyToas…,yfimaxi.…,2021-03-11,18.49,6130,Male,33715.1993969314
12268,Sold,0xee433c,marspunk…,2021-09-03,145.5,6131,Male,572972.646665385
12269,Sold,0x8c9ee6,0xee433c,2021-08-29,130.18,6131,Male,419845.473635559
12270,Sold,0x1dd271,0x8c9ee6,2021-08-28,115.0,6131,Male,373410.1373789
12271,Sold,0x4d8e3b,0x1dd271,2021-08-23,59.0,6131,Male,196002.97256956
12272,Sold,0xbb048e,0x4d8e3b,2021-03-22,22.0,6131,Male,36989.74855268
12273,Sold,0x5f5df4,0xbb048e,2021-02-23,24.0,6131,Male,37776.65935392
12274,Transfer,0xca8fe4,0x5f5df4,2021-02-21,0.0,6131,Male,0.0
12275,Transfer,0xd7eae9,omz.eth,2021-08-17,0.0,6133,Female,0.0
12276,Transfer,0x4e0030,0xd7eae9,2021-02-21,0.0,6133,Female,0.0
12277,Sold,Slats_et…,0x4e0030,2021-01-27,7.9,6133,Female,9875.400977693002
12278,Transfer,0x9e199d,kcmo.eth,2021-07-13,0.0,6134,Male,0.0
12279,Sold,0xc9ab58,0x9e199d,2021-02-08,4.99,6134,Male,8752.115032817
12280,Sold,JcW0rLd9…,0xc9ab58,2021-02-02,4.5,6134,Male,6810.559839855
12281,Transfer,0x362b35,0xfe1ece,2021-09-01,0.0,6135,Male,0.0
12282,Sold,0x67edd0,0x362b35,2021-04-20,59.0,6135,Male,137469.11919018
12283,Sold,0xca8fe4,0x67edd0,2021-03-17,50.0,6135,Male,91207.53274800001
12284,Transfer,bonafide…,0xa62da2,2021-08-27,0.0,6136,Female,0.0
12285,Transfer,0x136bbf,bonafide…,2021-06-20,0.0,6136,Female,0.0
12286,Sold,0x0b88fd,0x136bbf,2021-06-10,14.0,6136,Female,34495.442227679996
12287,Sold,0x387405,0x0b88fd,2021-05-02,21.45,6136,Female,63330.615030110996
12288,Transfer,0x1179c4,notsofas…,2021-02-22,0.0,6137,Male,0.0
12289,Transfer,nsf,0x1179c4,2021-02-21,0.0,6137,Male,0.0
12290,Transfer,0x41497f,0x2e0c34,2021-08-28,0.0,6138,Male,0.0
12291,Transfer,0xc8e0e1,0x41497f,2021-03-25,0.0,6138,Male,0.0
12292,Sold,0x83b00f,0x9dbe56,2021-08-23,73.69,6139,Male,244804.3906550996
12293,Sold,Wilcox,0x83b00f,2021-04-20,25.0,6139,Male,58249.62677549999
12294,Transfer,0x03f63b,,2021-09-21,0.0,6140,Male,0.0
12295,Sold,0x27c79a,0x03f63b,2021-07-16,23.6,6140,Male,44278.282884988
12296,Transfer,0xf7d845,0x88b79c,2021-08-24,0.0,6142,Male,0.0
12297,Sold,EliteCat…,0xf7d845,2021-02-14,10.25,6142,Male,18477.1821864575
12298,Transfer,0xb3e735,0x730fde,2021-08-08,0.0,6147,Male,0.0
12299,Transfer,scalynel…,0xb3e735,2021-02-18,0.0,6147,Male,0.0
12300,Transfer,scalynel…,scalynel…,2021-01-13,0.0,6147,Male,0.0
12301,Sold,GtC,scalynel…,2021-01-05,7.0,6147,Male,7720.77339264
12302,Sold,jmg,krustypu…,2021-01-10,6.99,6150,Female,8774.724972110402
12303,Transfer,0x133524,0xd79b93,2021-05-04,0.0,6151,Male,0.0
12304,Transfer,0xa59ab1,0xdf6754,2021-04-11,0.0,6152,Female,0.0
12305,Transfer,0xba7ccc,0xcffc33,2021-05-05,0.0,6153,Male,0.0
12306,Transfer,0x207355,0x4084df,2021-05-08,0.0,6155,Female,0.0
12307,Transfer,0x5ea968,gary.vee…,2021-08-13,0.0,6156,Male,0.0
12308,Sold,0x13816f,0x5ea968,2021-02-17,10.9,6156,Male,20176.451750261
12309,Sold,wilcox.e…,0xc01c78,2021-08-06,49.99,6157,Male,144601.6607666232
12310,Transfer,Wilcox,wilcox.e…,2021-04-25,0.0,6157,Male,0.0
12311,Sold,0x742117,0xe5546f,2021-07-31,33.0,6158,Female,83468.58696495
12312,Sold,antunes_…,0x742117,2021-03-21,26.0,6158,Female,46383.33544208
12313,Sold,0x167e00,antunes_…,2021-02-22,23.0,6158,Female,40924.91383839
12314,Sold,curating…,0x167e00,2021-01-27,8.0,6158,Female,10000.40605336
12315,Sold,lmpostor…,0x9f586e,2021-08-28,142.69,6160,Male,463320.8043703934
12316,Sold,evantan.…,lmpostor…,2021-08-22,72.5,6160,Male,234908.24932405
12317,Sold,0x1f5a39,evantan.…,2021-08-18,48.5,6160,Male,146165.09263179
12318,Transfer,0x1f5a39,0xc2fc2f,2021-04-06,0.0,6160,Male,0.0
12319,Transfer,0x1f5a39,0xc2fc2f,2021-01-23,0.0,6160,Male,0.0
12320,Sold,0xbf6ccf,0x1f5a39,2021-01-12,4.89,6160,Male,5125.342968004799
12321,Sold,izebel.e…,maffs.et…,2021-08-06,60.0,6161,Female,173556.70426079998
12322,Sold,0x022039,izebel.e…,2021-08-05,60.0,6161,Female,169728.8448156
12323,Sold,0x5f18f9,0x022039,2021-04-22,24.0,6161,Female,57610.73826528
12324,Transfer,curating…,0x5f18f9,2021-02-16,0.0,6161,Female,0.0
12325,Transfer,0xa9c206,0xae33cc,2021-09-09,0.0,6162,Male,0.0
12326,Transfer,0xcbd482,0x577ebc,2021-01-30,0.0,6163,Female,0.0
12327,Transfer,0x133524,0xd79b93,2021-05-04,0.0,6164,Female,0.0
12328,Transfer,junkpunk…,fez.eth,2021-08-25,0.0,6166,Male,0.0
12329,Transfer,0x4bc2cc,junkpunk…,2021-03-02,0.0,6166,Male,0.0
12330,Sold,0x944f9f,0x6d790d,2021-09-24,114.9,6167,Male,336699.143875707
12331,Sold,tlnft.et…,0x944f9f,2021-09-16,110.0,6167,Male,392631.8944141
12332,Sold,cryptopu…,tlnft.et…,2021-09-12,90.1,6167,Male,307006.77276666695
12333,Transfer,0xa351a4,cryptopu…,2021-09-08,0.0,6167,Male,0.0
12334,Transfer,cryptopu…,0xa351a4,2021-04-17,0.0,6167,Male,0.0
12335,Sold,kevallin…,cryptopu…,2021-04-17,22.99,6167,Male,53298.08483999999
12336,Sold,0xfb2036,kevallin…,2021-04-16,21.97,6167,Male,53247.2965409606
12337,Sold,0x07c5ea,0xfb2036,2021-02-15,8.75,6167,Male,15551.8765229625
12338,Sold,0x13816f,0x07c5ea,2021-02-14,7.77,6167,Male,14006.6054232951
12339,Sold,Novo311,0x9b5aaa,2021-09-24,129.0,6168,Male,378017.31557847
12340,Sold,0x6611fe,Novo311,2021-08-23,65.0,6168,Male,215935.4782546
12341,Sold,0xba0c68,0x6611fe,2021-03-15,25.0,6168,Male,44765.5483735
12342,Transfer,0xe8c415,tonyherr…,2021-07-23,0.0,6169,Female,0.0
12343,Transfer,sportsch…,0xe8c415,2021-07-10,0.0,6169,Female,0.0
12344,Sold,krustypu…,sportsch…,2021-07-06,18.8,6169,Female,43690.872577132
12345,Transfer,0xce9000,0xd0c80a,2021-05-03,0.0,6169,Female,0.0
12346,Sold,0x828920,0xce9000,2021-05-03,23.99,6169,Female,82344.6084225925
12347,Sold,0xcd2c66,0x828920,2021-05-03,24.95,6169,Female,85639.7657417125
12348,Transfer,0x935522,0x677758,2021-09-12,0.0,6170,Female,0.0
12349,Sold,0xb56eab,0x935522,2021-03-13,24.99,6170,Female,47989.7011266246
12350,Transfer,0x60385b,0xb56eab,2021-03-05,0.0,6170,Female,0.0
12351,Sold,0xa31909,0x60385b,2021-03-05,2.49,6170,Female,3806.1428571393003
12352,Sold,0x387405,0xa31909,2021-03-05,18.5,6170,Female,28278.571428545
12353,Transfer,tyrannos…,0x8e27bd,2021-07-31,0.0,6171,Male,0.0
12354,Sold,colourfl…,tyrannos…,2021-07-13,21.0,6171,Male,40751.959430279996
12355,Sold,0x05e709,colourfl…,2021-05-13,13.69,6171,Male,50854.6366588249
12356,Transfer,0x387405,0x2c51da,2021-05-12,0.0,6171,Male,0.0
12357,Transfer,Wilcox,wilcox.e…,2021-04-25,0.0,6172,Male,0.0
12358,Transfer,Wilcox,wilcox.e…,2021-04-25,0.0,6173,Male,0.0
12359,Transfer,Punkofth…,0x758353,2021-02-06,0.0,6174,Male,0.0
12360,Transfer,0x207355,0x4084df,2021-05-08,0.0,6175,Female,0.0
12361,Transfer,0x41497f,0x2e0c34,2021-08-28,0.0,6176,Male,0.0
12362,Transfer,0xc8e0e1,0x41497f,2021-03-25,0.0,6176,Male,0.0
12363,Transfer,runhot99…,runhot99…,2021-06-12,0.0,6177,Male,0.0
12364,Sold,0x64d49a,runhot99…,2021-04-26,33.5,6177,Male,85145.75096800001
12365,Sold,punksded…,0x64d49a,2021-03-22,28.5,6177,Male,47918.53789779
12366,Sold,Kataster…,punksded…,2021-03-19,22.0,6177,Male,39821.21859584
12367,Transfer,Snowfro,0x2cc123,2021-07-31,0.0,6178,Female,0.0
12368,Transfer,awgins.e…,flowerpo…,2021-07-30,0.0,6179,Male,0.0
12369,Sold,0x3be89b,awgins.e…,2021-07-08,21.0,6179,Male,44501.47244928
12370,Transfer,0x48db19,0x3be89b,2021-05-02,0.0,6179,Male,0.0
12371,Sold,0x387405,0x64756a,2021-05-09,23.45,6180,Male,92079.12203960751
12372,Sold,0xcc7c33,0xef764bac8a438e7e498c2e5fccf0f174c3e3f8db,2021-09-30,111.0,6181,Male,333170.22977427
12373,Transfer,0xba7ccc,0xcffc33,2021-05-05,0.0,6182,Female,0.0
12374,Sold,0xe4446d,0x064cfc,2021-02-27,45.0,6183,Female,65695.69275840001
12375,Sold,TokenAng…,0xe4446d,2021-02-21,33.0,6183,Female,63842.38743135
12376,Transfer,Choyna,0x0a56b9,2021-08-28,0.0,6185,Male,0.0
12377,Sold,0x8376c6,pleurer.…,2021-09-16,99.0,6187,Female,353368.70497269
12378,Transfer,0x98e639,0x8376c6,2021-09-10,0.0,6187,Female,0.0
12379,Transfer,0x38977b,0x98e639,2021-07-31,0.0,6187,Female,0.0
12380,Sold,0x8bb4f3,0x38977b,2021-06-11,22.0,6187,Female,51634.69345386
12381,Sold,0x4960c4…,0x8bb4f3,2021-02-21,21.0,6187,Female,40626.97381995
12382,Sold,0xe369a8,0x4960c4…,2021-02-19,16.0,6187,Female,31320.0
12383,Sold,0x00ce50,0xe369a8,2021-02-19,12.0,6187,Female,23490.0
12384,Transfer,0xf4a775,0xfe0d9a,2021-03-03,0.0,6188,Male,0.0
12385,Transfer,0x96b48f,hodlponk…,2021-09-14,0.0,6190,Female,0.0
12386,Sold,0x3e17fa,0x72fad4,2021-02-16,11.2,6191,Female,19973.486115519998
12387,Sold,MrTpunks,0x3e17fa,2021-02-15,11.0,6191,Female,19550.930486010002
12388,Sold,0x8f6b1e,bobeglz.…,2021-02-22,21.85,6192,Male,38878.6681464705
12389,Transfer,0xd84e80,0x8f6b1e,2021-02-15,0.0,6192,Male,0.0
12390,Sold,charley,0xd84e80,2021-02-11,6.3,6192,Male,11237.279137371
12391,Sold,0xaf93fc,0x269616,2021-07-30,0.0,6193,Male,0.0
12392,Transfer,sexpunks…,0xbea00d,2021-06-29,0.0,6193,Male,0.0
12393,Transfer,wookie.e…,sexpunks…,2021-06-29,0.0,6193,Male,0.0
12394,Transfer,ryley-o.…,0x19a1be,2021-06-15,0.0,6193,Male,0.0
12395,Transfer,0xc08be1,0xcb7624,2021-05-03,0.0,6193,Male,0.0
12396,Transfer,0x8be6ad,0xc08be1,2021-05-03,0.0,6193,Male,0.0
12397,Sold,0x67e095,0x8be6ad,2021-05-03,22.95,6193,Male,78774.8546602125
12398,Sold,tonyherr…,0x67e095,2021-01-30,5.2,6193,Male,7142.877586468001
12399,Sold,0x387405,tonyherr…,2021-01-14,4.93,6193,Male,6071.114547456499
12400,Sold,anonymou…,0xf4f1dc,2021-06-02,18.25,6196,Male,49421.0
12401,Sold,elir.eth,anonymou…,2021-05-27,18.0,6196,Male,49297.46812038
12402,Sold,later.et…,elir.eth,2021-05-13,17.0,6196,Male,63150.388838570005
12403,Sold,0x0e4437,later.et…,2021-03-16,27.5,6196,Male,49662.251602425
12404,Sold,GtC,0x0e4437,2021-02-05,7.5,6196,Male,12938.817164475
12405,Sold,0x422fac,0xd8aec9,2021-06-08,13.95,6197,Female,35042.4
12406,Sold,0xaf93fc,0x269616,2021-07-30,0.0,6198,Male,0.0
12407,Transfer,0x05e709,0x58ae0c,2021-06-08,0.0,6198,Male,0.0
12408,Transfer,ryley-o.…,0x19a1be,2021-05-28,0.0,6198,Male,0.0
12409,Transfer,0x387405,0x2c51da,2021-05-13,0.0,6198,Male,0.0
12410,Transfer,0xcbd482,0x577ebc,2021-01-30,0.0,6199,Female,0.0
12411,Transfer,0x938bd2,0x68a7ac,2021-04-22,0.0,6203,Male,0.0
12412,Transfer,0x577ebc,0x938bd2,2021-02-06,0.0,6203,Male,0.0
12413,Transfer,0xcbd482,0x577ebc,2021-01-30,0.0,6203,Male,0.0
12414,Transfer,0x8e26f4,0x438ca4,2021-08-22,0.0,6205,Female,0.0
12415,Sold,0x6f4a2d,0x8e26f4,2021-03-15,22.85,6205,Female,40915.71121337901
12416,Sold,0xd3e2e7,0x6f4a2d,2021-02-13,7.9,6205,Female,14359.236455383001
12417,Sold,0x387405,0xd3e2e7,2021-01-15,4.4,6205,Female,5158.023199956
12418,Sold,0x0e9aed,0xcf0ee1,2021-08-05,49.99,6206,Female,141412.41587219742
12419,Sold,0x27c79a,0x0e9aed,2021-04-20,31.63,6206,Female,73697.4277963626
12420,Transfer,0x023b91,0xb3958c,2021-03-16,0.0,6207,Male,0.0
12421,Sold,Carlini8,0x023b91,2021-02-17,15.0,6207,Male,27765.75928935
12422,Sold,niwin,Carlini8,2021-02-09,8.0,6207,Male,14177.0513816
12423,Transfer,0x7a341c,hodlponk…,2021-09-14,0.0,6208,Male,0.0
12424,Sold,0x5fd36a,flashrek…,2021-03-22,27.89,6210,Male,46892.91305155661
12425,Sold,0x62bdc6,0x5fd36a,2021-03-12,26.5,6210,Male,46888.77551015
12426,Sold,0x5f5df4,0x62bdc6,2021-03-11,25.99,6210,Male,47390.9157558814
12427,Transfer,0xca8fe4,0x5f5df4,2021-03-06,0.0,6210,Male,0.0
12428,Sold,flashrek…,0x0688d9,2021-04-26,21.95,6211,Male,55789.5293656
12429,Sold,0xc5b066,flashrek…,2021-03-14,21.9,6211,Male,40504.259088279
12430,Sold,0x577ebc,0xc5b066,2021-03-11,20.49,6211,Male,37362.0570926514
12431,Transfer,0xcbd482,0x577ebc,2021-01-30,0.0,6211,Male,0.0
12432,Sold,0x3be89b,0xfe51c1,2021-09-25,120.0,6212,Male,351224.5271952
12433,Transfer,0x48db19,0x3be89b,2021-05-02,0.0,6212,Male,0.0
12434,Transfer,0xabd80e,0xc2380d,2021-08-19,0.0,6213,Male,0.0
12435,Sold,kevinsie…,0xabd80e,2021-08-19,46.25,6213,Male,147303.862561125
12436,Sold,0x1919db,kevinsie…,2021-07-28,22.95,6213,Male,52746.426722781
12437,Sold,0xd394cf,0x1919db,2021-07-23,19.99,6213,Male,42478.9184155501
12438,Transfer,0x6acd98,0xd394cf,2021-07-15,0.0,6213,Male,0.0
12439,Sold,guyzalax…,0x6acd98,2021-07-10,19.33,6213,Male,40802.3293551415
12440,Transfer,guyzalax…,0x367a4c,2021-06-30,0.0,6213,Male,0.0
12441,Transfer,markydao…,0x2fc861,2021-05-30,0.0,6213,Male,0.0
12442,Transfer,0x387405,0x2c51da,2021-05-19,0.0,6213,Male,0.0
12443,Transfer,0x19f233,0x025855,2021-09-12,0.0,6214,Male,0.0
12444,Transfer,0x298f99,,2021-09-22,0.0,6215,Female,0.0
12445,Sold,0x62bdc6,0x298f99,2021-03-31,24.0,6215,Female,45899.63195976
12446,Sold,0xca8fe4,0x62bdc6,2021-03-27,27.0,6215,Female,46229.82717429
12447,Transfer,Snowfro,0x2cc123,2021-07-31,0.0,6216,Female,0.0
12448,Transfer,bazillio…,vault.da…,2021-08-03,0.0,6217,Male,0.0
12449,Sold,runhot99…,bazillio…,2021-06-29,28.5,6217,Male,61570.238511284995
12450,Transfer,runhot99…,runhot99…,2021-06-12,0.0,6217,Male,0.0
12451,Sold,0xf2907a,runhot99…,2021-05-12,25.0,6217,Male,93750.0
12452,Transfer,0x5b853a,0xf2907a,2021-03-30,0.0,6217,Male,0.0
12453,Transfer,0xa36e35,0x5b853a,2021-03-19,0.0,6217,Male,0.0
12454,Sold,alexx.et…,0xa36e35,2021-03-19,0.01,6217,Male,18.100553907200002
12455,Sold,0xb155c5,alexx.et…,2021-03-12,29.0,6217,Male,51312.244897900004
12456,Sold,0x577ebc,0xb155c5,2021-03-07,22.0,6217,Male,37989.75548346
12457,Transfer,0xcbd482,0x577ebc,2021-01-30,0.0,6217,Male,0.0
12458,Transfer,8paul.et…,8paul.et…,2021-06-15,0.0,6218,Male,0.0
12459,Sold,thebinoc…,0xee2b7f,2021-09-16,118.87,6219,Male,424292.3026273097
12460,Transfer,0xf3016b,thebinoc…,2021-08-03,0.0,6219,Male,0.0
12461,Sold,xxyyjshc…,0xf3016b,2021-08-03,48.5,6219,Male,121645.934262925
12462,Sold,0x97db27,xxyyjshc…,2021-07-08,29.99,6219,Male,63552.34089304319
12463,Sold,0x3e17fa,0x97db27,2021-06-11,19.5,6219,Male,45767.114652285
12464,Sold,0xba19ba,0x3e17fa,2021-02-13,10.0,6219,Male,18176.2486777
12465,Transfer,0x00dab6,0xba19ba,2021-02-09,0.0,6219,Male,0.0
12466,Transfer,0x98c488,0x4bbb41,2021-02-15,0.0,6220,Male,0.0
12467,Sold,0xf40b3d,0xb9ccea,2021-08-06,60.0,6221,Female,173556.70426079998
12468,Sold,0x577ebc,0xf40b3d,2021-03-21,24.99,6221,Female,44581.5212575992
12469,Transfer,0xcbd482,0x577ebc,2021-01-30,0.0,6221,Female,0.0
12470,Transfer,sov,sov.eth,2021-04-25,0.0,6222,Male,0.0
12471,Transfer,Wilcox,wilcox.e…,2021-04-25,0.0,6223,Female,0.0
12472,Transfer,0x7eac94,0x6c9d5e,2021-03-08,0.0,6224,Female,0.0
12473,Transfer,0x0601d0,0x31a5ff,2021-08-08,0.0,6225,Male,0.0
12474,Sold,0x66cad7,0x0e9aed,2021-08-05,53.88,6226,Male,152416.5026444088
12475,Sold,wookie.e…,0x66cad7,2021-08-03,46.0,6226,Male,115375.5252803
12476,Sold,guyzalax…,wookie.e…,2021-07-31,45.0,6226,Male,113820.80040675
12477,Sold,0xe9e7b8,guyzalax…,2021-07-31,45.0,6226,Male,113820.80040675
12478,Sold,Korniej,0xe9e7b8,2021-02-14,11.0,6226,Male,19829.17112693
12479,Sold,0x0e9aed,0xb4079f,2021-07-27,29.99,6228,Male,69081.5772853813
12480,Sold,0x8ce5d6,0x0e9aed,2021-05-01,24.0,6228,Male,70767.92913552
12481,Sold,0x00653d,0x8ce5d6,2021-02-18,12.8,6228,Male,24748.248051584
12482,Sold,0x0e9aed,0x231d68,2021-08-06,44.99,6230,Female,130138.6020782232
12483,Sold,0x8f54ea,0x0e9aed,2021-08-05,42.0,6230,Female,118810.19137092
12484,Sold,0x5ac996,0x8f54ea,2021-08-05,35.99,6230,Female,101809.01874855741
12485,Transfer,0x28a908,0x5ac996,2021-02-23,0.0,6230,Female,0.0
12486,Sold,0xf1b658,0x28a908,2021-02-13,7.39,6230,Female,13432.2477728203
12487,Transfer,comicdao…,0xf1b658,2021-02-10,0.0,6230,Female,0.0
12488,Sold,0xc9ab58,comicdao…,2021-02-08,6.5,6230,Female,11400.550643949999
12489,Sold,0xc155f9,0xc9ab58,2021-02-01,6.45,6230,Female,8823.858883521
12490,Sold,0xc3baaa,0xc155f9,2021-01-08,4.5,6230,Female,5499.0
12491,Transfer,Wilcox,wilcox.e…,2021-04-25,0.0,6232,Male,0.0
12492,Sold,MadMax,0x94c1d7,2021-04-15,24.45,6233,Male,61583.320665919506
12493,Sold,0xe1bb6e,0x809e7b,2021-03-15,27.27,6235,Female,48830.2601658138
12494,Sold,0x76ee90,0x279818,2021-08-05,50.0,6236,Male,141440.704013
12495,Transfer,0xb2e609,,2021-09-24,0.0,6238,Male,0.0
12496,Transfer,0xb2e609,,2021-09-24,0.0,6238,Male,0.0
12497,Sold,AZonneveld,0xb2e609,2021-09-24,118.75,6238,Male,347981.0560073125
12498,Sold,0xdb4df0,AZonneve…,2021-09-16,98.9,6238,Male,353011.766886859
12499,Sold,wilcox.e…,0xdb4df0,2021-07-31,30.0,6238,Male,75880.5336045
12500,Transfer,Wilcox,wilcox.e…,2021-04-25,0.0,6238,Male,0.0
12501,Transfer,0xcbd482,0x577ebc,2021-01-30,0.0,6239,Female,0.0
12502,Transfer,0xba7ccc,0xcffc33,2021-05-05,0.0,6240,Male,0.0
12503,Sold,0x95318b,0x268169,2021-01-26,7.7,6241,Male,10489.855072389
12504,Sold,TweetyPi…,0x95318b,2021-01-23,6.0,6241,Male,7376.62819254
12505,Transfer,0x0601d0,0x31a5ff,2021-08-08,0.0,6242,Female,0.0
12506,Transfer,0x207355,0x4084df,2021-05-08,0.0,6243,Female,0.0
12507,Sold,Novo311,🎰🎰🎰.e…,2021-01-24,5.98,6248,Male,8367.8399999636
12508,Transfer,Punkofth…,0x758353,2021-02-06,0.0,6249,Female,0.0
12509,Sold,0x54d7f9,0x024bcb,2021-02-20,26.5,6251,Male,50891.116191115
12510,Sold,0x6611fe,0x54d7f9,2021-02-16,15.9,6251,Male,28355.216896140002
12511,Sold,✨🚀🌙.et…,cye.eth,2021-04-01,18.0,6253,Female,35550.0
12512,Sold,0x06bf2b,0xb70c1a,2021-08-24,200.0,6255,Female,634674.64527
12513,Sold,0xaf93fc,0x269616,2021-07-30,0.0,6257,Female,0.0
12514,Transfer,sexpunks…,0xbea00d,2021-07-02,0.0,6257,Female,0.0
12515,Sold,0x05e709,sexpunks…,2021-07-02,16.79,6257,Female,36187.901548625894
12516,Transfer,0xc08be1,0xcb7624,2021-05-03,0.0,6257,Female,0.0
12517,Transfer,0x62bdc6,0xeb0a8f,2021-04-30,0.0,6257,Female,0.0
12518,Transfer,wookie.e…,0x47bab6,2021-03-20,0.0,6257,Female,0.0
12519,Transfer,charley,0x3f4ba6,2021-02-18,0.0,6257,Female,0.0
12520,Sold,0x07c5ea,charley,2021-02-17,10.5,6257,Female,19436.031502545
12521,Sold,0x577ebc,0x07c5ea,2021-02-17,9.5,6257,Female,17584.980883255
12522,Transfer,0xcbd482,0x577ebc,2021-01-30,0.0,6257,Female,0.0
12523,Transfer,CryptoPa…,tonyherr…,2021-08-05,0.0,6258,Male,0.0
12524,Sold,thegoodo…,CryptoPa…,2021-08-05,44.0,6258,Male,124467.81953144
12525,Sold,wilcox.e…,thegoodo…,2021-07-27,22.99,6258,Male,52957.1677822913
12526,Transfer,Wilcox,wilcox.e…,2021-04-25,0.0,6258,Male,0.0
12527,Transfer,countzer…,0xe77e4d,2021-08-29,0.0,6259,Female,0.0
12528,Sold,0x4affe1,countzer…,2021-06-28,14.99,6259,Female,31217.902880666796
12529,Sold,0xb11c61,0x4affe1,2021-06-19,14.15,6259,Female,30767.087604593504
12530,Sold,0x1b64c2,0xb11c61,2021-05-27,15.75,6259,Female,43135.2846053325
12531,Transfer,0xdfc055,0x1b64c2,2021-05-20,0.0,6259,Female,0.0
12532,Transfer,0x9b35db,0xdfc055,2021-01-02,0.0,6259,Female,0.0
12533,Transfer,Wilcox,wilcox.e…,2021-04-25,0.0,6261,Male,0.0
12534,Transfer,0xca8fe4,0x062c54,2021-03-14,0.0,6262,Male,0.0
12535,Transfer,sportsch…,0xe8c415,2021-07-10,0.0,6263,Female,0.0
12536,Sold,0x577ebc,sportsch…,2021-07-06,21.99,6263,Female,51104.3770197411
12537,Transfer,0xcbd482,0x577ebc,2021-01-30,0.0,6263,Female,0.0
12538,Sold,joe9109.…,0xa397d0,2021-08-28,136.45,6265,Female,443059.24561174697
12539,Transfer,0x269616,joe9109.…,2021-08-25,0.0,6265,Female,0.0
12540,Sold,0x8f217d,0x269616,2021-07-09,0.0,6265,Female,0.0
12541,Transfer,fatloott…,0x4a9732,2021-07-07,0.0,6265,Female,0.0
12542,Transfer,0x05e709,0x58ae0c,2021-06-14,0.0,6265,Female,0.0
12543,Transfer,aviexkak…,0xd5d49e,2021-05-03,0.0,6265,Female,0.0
12544,Transfer,0x8be6ad,0x9cec84,2021-05-03,0.0,6265,Female,0.0
12545,Sold,anonymou…,0x8be6ad,2021-05-03,22.98,6265,Female,78877.828326435
12546,Sold,0xdf5e76,anonymou…,2021-03-16,27.5,6265,Female,49662.251602425
12547,Sold,0x231707,0xdf5e76,2021-02-22,24.0,6265,Female,42704.25791832
12548,Transfer,0x61e193,0xe28470,2021-08-19,0.0,6266,Male,0.0
12549,Sold,0xf2907a,0x61e193,2021-04-05,23.7,6266,Male,49901.633742494996
12550,Transfer,0xa76119,0xf2907a,2021-04-01,0.0,6266,Male,0.0
12551,Sold,EliteCat…,0xa76119,2021-03-28,19.0,6266,Male,32041.15942021
12552,Sold,0x577ebc,EliteCat…,2021-03-12,34.99,6266,Male,61910.87755094901
12553,Transfer,0xcbd482,0x577ebc,2021-01-30,0.0,6266,Male,0.0
12554,Transfer,0xe1cd08,realbudd…,2021-04-05,0.0,6267,Male,0.0
12555,Sold,0x29b1b2,0x04ede4,2021-03-04,29.99,6268,Male,46068.1212323023
12556,Transfer,0x29b1b2,0xa33225,2021-01-25,0.0,6268,Male,0.0
12557,Sold,0x19ac60,0x29b1b2,2021-01-25,6.0,6268,Male,7913.04347826
12558,Transfer,0xcbd482,0x577ebc,2021-01-30,0.0,6269,Male,0.0
12559,Transfer,Punkofth…,0x758353,2021-02-06,0.0,6270,Female,0.0
12560,Transfer,0x231707,0xcbefa0,2021-03-04,0.0,6271,Male,0.0
12561,Sold,0x54be3b,jayohhve…,2021-09-13,81.0,6272,Female,266096.31938307
12562,Transfer,0x04d883,0x54be3b,2021-08-23,0.0,6272,Female,0.0
12563,Sold,0x024bcb,0x04d883,2021-08-01,40.0,6272,Female,102267.1541824
12564,Sold,0xc155f9,0x024bcb,2021-02-20,18.0,6272,Female,34567.550620379996
12565,Sold,0x00ce50,0xc155f9,2021-02-19,12.0,6272,Female,23490.0
